Metrix_name,uniqueID,Text_
"Diabetes management â€“ blood",8045,"72.9% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8046,"82.14% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8047,"98.17% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8048,"89.75% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8049,"90.12% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8050,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8051,"63.11% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8052,"18.83 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8053,"7.52 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8054,"72.83% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8055,"51.25% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8056,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8057,"1.17 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8058,"0.79 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8059,"74.99% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8060,"79.93% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8061,"94.38% of people with schizophrenia"
"Mental health â€“ care plans",8062,"83.52% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8063,"10.40% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8064,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8065,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8066,"84.45% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8067,"82.31% of patients reported they were satisfied with the opening hours"
Responsive,8068,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8069,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8070,"29.24% of patients reported they see or speak to a GP they prefer"
"Smoking support",8071,"98.11% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8072,"78.45% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8073,"92.48% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8074,"75.00 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8075,"0.31 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8076,"7.39% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8077,"80.72% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8078,"0.33 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8079,"98.59% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8080,"87.09% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8081,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8082,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8083,"84.95% of women have attended cervical screening"
"Chronic Disease Management",8084,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8085,"Low priority (Band 6)"
"Dementia review",8086,"80.00% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8087,"82.86% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8088,"72.9% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8089,"82.14% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8090,"98.17% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8091,"89.75% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8092,"90.12% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8093,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8094,"63.11% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8095,"18.83 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8096,"7.52 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8097,"72.83% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8098,"51.25% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8099,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8100,"1.17 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8101,"0.79 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8102,"74.99% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8103,"79.93% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8104,"94.38% of people with schizophrenia"
"Mental health â€“ care plans",8105,"83.52% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8106,"10.40% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8107,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8108,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8109,"84.45% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8110,"82.31% of patients reported they were satisfied with the opening hours"
Responsive,8111,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8112,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8113,"29.24% of patients reported they see or speak to a GP they prefer"
"Smoking support",8114,"98.11% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8115,"78.45% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8116,"92.48% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8117,"75.00 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8118,"0.31 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8119,"7.39% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8120,"80.72% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8121,"0.33 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8122,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8123,"82.02% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8124,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8125,"Performing as or better than expected for 5 out of 6 indicators"
"Cervical cancer screening",8126,"85.18% of women have attended cervical screening"
"Chronic Disease Management",8127,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8128,"Low priority (Band 6)"
"Dementia review",8129,"89.01% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8130,"80.64% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8131,"82.51% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8132,"86.52% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8133,"98.95% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8134,"93.17% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8135,"92.22% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8136,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8137,"65.96% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8138,"17.72 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8139,"7.83 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8140,"75.71% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8141,"52.46% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8142,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8143,"0.84 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8144,"0.60 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8145,"88.50% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8146,"83.41% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8147,"97.44% of people with schizophrenia"
"Mental health â€“ care plans",8148,"90.67% of patients on the mental health register have an agreed care plan"
"Palliative care register",8149,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8150,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8151,"88.41% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8152,"71.59% of patients reported they were satisfied with the opening hours"
Responsive,8153,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8154,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8155,"34.73% of patients reported they see or speak to a GP they prefer"
"Smoking support",8156,"96.94% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8157,"86.12% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8158,"87.46% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8159,"66.67 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8160,"0.32 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8161,"3.76% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8162,"74.27% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8163,"0.24 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8164,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8165,"76.18% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8166,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8167,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8168,"81.10% of women have attended cervical screening"
"Chronic Disease Management",8169,"Performing as or better than expected for 4 out of 6 indicators"
"CQC priority for inspection",8170,"High priority (Band 2)"
"Dementia review",8171,"78.18% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8172,"75.27% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8173,"72.2% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8174,"68.94% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8175,"91.19% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8176,"59.78% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8177,"81.37% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8178,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8179,"46.61% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8180,"18.77 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8181,"5.64 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8182,"75.75% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8183,"56.22% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8184,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8185,"0.87 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8186,"1.05 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8187,"74.97% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8188,"81.77% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8189,"61.67% of people with schizophrenia"
"Mental health â€“ care plans",8190,"55.93% of patients on the mental health register have an agreed care plan"
"Palliative care register",8191,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8192,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8193,"79.19% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8194,"69.60% of patients reported they were satisfied with the opening hours"
Responsive,8195,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8196,"Performing as or better than expected for 15 out of 17 indicators"
"Seeing preferred GP",8197,"20.52% of patients reported they see or speak to a GP they prefer"
"Smoking support",8198,"95.99% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8199,"86.89% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8200,"86.18% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8201,"85.71 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8202,"0.32 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8203,"3.74% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8204,"87.76% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8205,"0.15 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8206,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8207,"76.18% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8208,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8209,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8210,"81.10% of women have attended cervical screening"
"Chronic Disease Management",8211,"Performing as or better than expected for 4 out of 6 indicators"
"CQC priority for inspection",8212,"High priority (Band 2)"
"Dementia review",8213,"78.18% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8214,"75.27% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8215,"72.2% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8216,"68.94% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8217,"91.19% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8218,"59.78% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8219,"81.37% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8220,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8221,"46.61% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8222,"18.77 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8223,"5.64 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8224,"75.75% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8225,"56.22% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8226,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8227,"0.87 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8228,"1.05 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8229,"74.97% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8230,"81.77% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8231,"61.67% of people with schizophrenia"
"Mental health â€“ care plans",8232,"55.93% of patients on the mental health register have an agreed care plan"
"Palliative care register",8233,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8234,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8235,"79.19% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8236,"69.60% of patients reported they were satisfied with the opening hours"
Responsive,8237,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8238,"Performing as or better than expected for 15 out of 17 indicators"
"Seeing preferred GP",8239,"20.52% of patients reported they see or speak to a GP they prefer"
"Smoking support",8240,"95.99% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8241,"86.89% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8242,"86.18% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8243,"85.71 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8244,"0.32 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8245,"3.74% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8246,"87.76% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8247,"0.15 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8248,"98.11% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8249,"86.49% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8250,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8251,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8252,"83.04% of women have attended cervical screening"
"Chronic Disease Management",8253,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8254,"Low priority (Band 6)"
"Dementia review",8255,"80.36% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8256,"79.09% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8257,"86.05% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8258,"85% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8259,"97.79% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8260,"91.12% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8261,"91.53% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8262,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8263,"88.57% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8264,"16.85 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8265,"6.73 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8266,"71.40% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8267,"48.90% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8268,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8269,"0.82 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8270,"0.83 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8271,"82.61% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8272,"81.65% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8273,"98.15% of people with schizophrenia"
"Mental health â€“ care plans",8274,"100% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8275,"16.99% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8276,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8277,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8278,"90.91% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8279,"81.09% of patients reported they were satisfied with the opening hours"
Responsive,8280,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8281,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8282,"38.89% of patients reported they see or speak to a GP they prefer"
"Smoking support",8283,"96.86% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8284,"90.44% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8285,"89.86% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8286,"76.19 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8287,"0.33 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8288,"4.61% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8289,"75.53% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8290,"0.21 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8291,"98.11% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8292,"86.49% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8293,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8294,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8295,"83.04% of women have attended cervical screening"
"Chronic Disease Management",8296,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8297,"Low priority (Band 6)"
"Dementia review",8298,"80.36% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8299,"79.09% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8300,"86.05% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8301,"85% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8302,"97.79% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8303,"91.12% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8304,"91.53% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8305,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8306,"88.57% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8307,"16.85 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8308,"6.73 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8309,"71.40% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8310,"48.90% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8311,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8312,"0.82 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8313,"0.83 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8314,"82.61% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8315,"81.65% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8316,"98.15% of people with schizophrenia"
"Mental health â€“ care plans",8317,"100% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8318,"16.99% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8319,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8320,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8321,"90.91% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8322,"81.09% of patients reported they were satisfied with the opening hours"
Responsive,8323,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8324,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",8325,"38.89% of patients reported they see or speak to a GP they prefer"
"Smoking support",8326,"96.86% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8327,"90.44% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8328,"89.86% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8329,"76.19 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8330,"0.33 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8331,"4.61% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8332,"75.53% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8333,"0.21 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8334,"97.73% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8335,"82.22% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8336,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8337,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",8338,"80.90% of women have attended cervical screening"
"Chronic Disease Management",8339,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8340,"Low priority (Band 6)"
"Dementia review",8341,"74.19% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8342,"77.55% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8343,"73.68% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8344,"76.73% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8345,"93.47% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8346,"84.81% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8347,"78.50% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8348,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8349,"43.89% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8350,"22.81 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",8351,"9.51 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",8352,"74.61% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",8353,"54.07% of people in at-risk groups have had a flu vaccination"
"Identification of people with",8354,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",8355,"1.05 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",8356,"0.91 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",8357,"77.76% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",8358,"84.85% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",8359,"87.50% of people with schizophrenia"
"Mental health â€“ care plans",8360,"87.93% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",8361,"5.05% of patients reported that they could not be overheard in the reception area"
"Palliative care register",8362,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",8363,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",8364,"74.53% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",8365,"74.62% of patients reported they were satisfied with the opening hours"
Responsive,8366,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",8367,"Performing as or better than expected for 16 out of 17 indicators"
"Seeing preferred GP",8368,"18.57% of patients reported they see or speak to a GP they prefer"
"Smoking support",8369,"98.50% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",8370,"82.58% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",8371,"87.80% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",8372,"80.00 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",8373,"0.39 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",8374,"4.20% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",8375,"75.64% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",8376,"0.30 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",8377,"97.56% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",8378,"89.23% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",8379,"Performing as or better than expected for 5 out of 5 indicators"
Caring,8380,"Performing as or better than expected for 4 out of 6 indicators"
"Cervical cancer screening",8381,"87.97% of women have attended cervical screening"
"Chronic Disease Management",8382,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",8383,"Low priority (Band 5)"
"Dementia review",8384,"81.82% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",8385,"84.33% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",8386,"86.67% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",8387,"86.12% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",8388,"97.99% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",8389,"89.16% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",8390,"92.91% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",8391,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",8392,"91.02% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",8393,"27.81 emergency admissions for ACS conditions per 1000 people"
